case_name,repetition,experiment_type,prompt_tokens,output_tokens,ttft_ms,total_latency_ms,decode_latency_ms,tpot_ms,decode_tokens_per_second,approximate_prefill_tokens_per_second,run_id,timestamp_utc,backend_name,process_rss_mb,process_memory_delta_mb,process_cpu_percent,param_target_prompt_tokens,param_actual_prompt_tokens,backend_backend,backend_runtime,backend_model_name,backend_device,backend_num_threads,backend_compile_model,backend_use_kv_cache,backend_attention_backend,backend_flash_attention,backend_torch_version,generation_use_kv_cache,generation_attention_backend,generation_flash_attention,generation_eos_reached
prompt_length_32,2,prompt_length,32,16,7.341700023971498,94.35040003154427,87.00870000757277,5.800580000504851,172.396553433099,4358.663510565169,db309e98-da83-4c56-8105-290c7d08f95c,2026-08-20T17:39:10.280518+00:00,PyTorchBackend,378.6484375,-0.0703125,581.8,32,32,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,12,False,True,eager,False,2.13.0+cpu,True,eager,False,False
prompt_length_32,3,prompt_length,32,16,7.713700004387647,188.47579997964203,180.7620999752544,12.050806665016959,82.981996790552,4148.463121692314,db309e98-da83-4c56-8105-290c7d08f95c,2026-08-20T17:39:10.472244+00:00,PyTorchBackend,378.6640625,0.015625,169.3,32,32,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,12,False,True,eager,False,2.13.0+cpu,True,eager,False,False
prompt_length_64,1,prompt_length,64,16,11.103399971034378,95.44459998141974,84.34120001038536,5.622746667359024,177.84902275700338,5764.00023118665,db309e98-da83-4c56-8105-290c7d08f95c,2026-08-20T17:39:10.694050+00:00,PyTorchBackend,385.35546875,12.28125,415.7,64,64,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,12,False,True,eager,False,2.13.0+cpu,True,eager,False,False
prompt_length_64,2,prompt_length,64,16,8.177199983038008,99.52200000407174,91.34480002103373,6.089653334735583,164.21296008690138,7826.639941881745,db309e98-da83-4c56-8105-290c7d08f95c,2026-08-20T17:39:10.794158+00:00,PyTorchBackend,385.37109375,0.015625,498.7,64,64,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,12,False,True,eager,False,2.13.0+cpu,True,eager,False,False
prompt_length_64,3,prompt_length,64,16,9.987800032831728,85.95340000465512,75.9655999718234,5.064373331454893,197.45779676016105,6407.817516331953,db309e98-da83-4c56-8105-290c7d08f95c,2026-08-20T17:39:10.883851+00:00,PyTorchBackend,385.37109375,0.0,369.6,64,64,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,12,False,True,eager,False,2.13.0+cpu,True,eager,False,False
prompt_length_128,1,prompt_length,128,16,10.087099974043667,96.19079995900393,86.10369998496026,5.740246665664017,174.20854159136078,12689.474708228552,db309e98-da83-4c56-8105-290c7d08f95c,2026-08-20T17:39:11.087544+00:00,PyTorchBackend,410.4453125,0.0,748.0,128,128,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,12,False,True,eager,False,2.13.0+cpu,True,eager,False,False
prompt_length_128,2,prompt_length,128,16,11.372099979780614,98.80869998596609,87.43660000618547,5.8291066670790315,171.55287372723623,11255.616836607282,db309e98-da83-4c56-8105-290c7d08f95c,2026-08-20T17:39:11.189946+00:00,PyTorchBackend,385.87109375,-24.57421875,487.2,128,128,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,12,False,True,eager,False,2.13.0+cpu,True,eager,False,False
prompt_length_128,3,prompt_length,128,16,14.545899990480393,90.71469999616966,76.16880000568926,5.077920000379284,196.93102686243722,8799.730514012193,db309e98-da83-4c56-8105-290c7d08f95c,2026-08-20T17:39:11.284792+00:00,PyTorchBackend,410.5078125,24.63671875,648.3,128,128,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,12,False,True,eager,False,2.13.0+cpu,True,eager,False,False
prompt_length_32,1,prompt_length,32,16,6.548199977260083,88.48429995123297,81.93609997397289,5.4624066649315255,183.06948957498307,4886.839148334858,018d5fe7-40d9-4f75-a75a-cbbb0a31a62f,2026-08-20T17:39:12.582661+00:00,PyTorchBackend,405.2265625,-0.05859375,415.6,32,32,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,12,False,True,sdpa,False,2.13.0+cpu,True,sdpa,False,False
prompt_length_32,2,prompt_length,32,16,6.582400004845113,76.16479997523129,69.58239997038618,4.638826664692412,215.5717538685631,4861.448708137721,018d5fe7-40d9-4f75-a75a-cbbb0a31a62f,2026-08-20T17:39:12.660940+00:00,PyTorchBackend,405.2265625,0.0,340.5,32,32,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,12,False,True,sdpa,False,2.13.0+cpu,True,sdpa,False,False
prompt_length_32,3,prompt_length,32,16,6.235099979676306,74.92470002034679,68.68960004067048,4.579306669378032,218.37366924714422,5132.235265562056,018d5fe7-40d9-4f75-a75a-cbbb0a31a62f,2026-08-20T17:39:12.738236+00:00,PyTorchBackend,405.2265625,0.0,560.9,32,32,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,12,False,True,sdpa,False,2.13.0+cpu,True,sdpa,False,False
prompt_length_64,1,prompt_length,64,16,7.496399979572743,77.43940001819283,69.94300003862008,4.662866669241339,214.46034616355493,8537.431323621511,018d5fe7-40d9-4f75-a75a-cbbb0a31a62f,2026-08-20T17:39:12.897108+00:00,PyTorchBackend,411.36328125,0.0,540.9,64,64,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,12,False,True,sdpa,False,2.13.0+cpu,True,sdpa,False,False
prompt_length_64,2,prompt_length,64,16,7.356400019489229,76.01650001015514,68.66009999066591,4.5773399993777275,218.46749425123463,8699.907540433569,018d5fe7-40d9-4f75-a75a-cbbb0a31a62f,2026-08-20T17:39:12.975660+00:00,PyTorchBackend,411.3671875,0.00390625,480.8,64,64,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,12,False,True,sdpa,False,2.13.0+cpu,True,sdpa,False,False
prompt_length_64,3,prompt_length,64,16,6.622700020670891,80.6000999873504,73.97739996667951,4.931826664445301,202.7646282074825,9663.73228445227,018d5fe7-40d9-4f75-a75a-cbbb0a31a62f,2026-08-20T17:39:13.059472+00:00,PyTorchBackend,411.3671875,0.0,761.2,64,64,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,12,False,True,sdpa,False,2.13.0+cpu,True,sdpa,False,False
prompt_length_128,1,prompt_length,128,16,15.770600002724677,90.31159995356575,74.54099995084107,4.969399996722738,201.23153713918953,8116.368430997268,018d5fe7-40d9-4f75-a75a-cbbb0a31a62f,2026-08-20T17:39:13.238692+00:00,PyTorchBackend,411.3671875,24.58203125,415.6,128,128,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,12,False,True,sdpa,False,2.13.0+cpu,True,sdpa,False,False
prompt_length_128,2,prompt_length,128,16,8.760299999266863,88.36270001484081,79.60240001557395,5.30682666770493,188.43652951500582,14611.371757897805,018d5fe7-40d9-4f75-a75a-cbbb0a31a62f,2026-08-20T17:39:13.331004+00:00,PyTorchBackend,411.3671875,0.0,641.0,128,128,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,12,False,True,sdpa,False,2.13.0+cpu,True,sdpa,False,False
prompt_length_128,3,prompt_length,128,16,8.417800010647625,83.77979998476803,75.36199997412041,5.024133331608027,199.03930369617387,15205.873249316159,018d5fe7-40d9-4f75-a75a-cbbb0a31a62f,2026-08-20T17:39:13.417219+00:00,PyTorchBackend,411.3671875,0.0,432.2,128,128,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,12,False,True,sdpa,False,2.13.0+cpu,True,sdpa,False,False
