case_name,repetition,experiment_type,prompt_tokens,output_tokens,ttft_ms,total_latency_ms,decode_latency_ms,tpot_ms,decode_tokens_per_second,approximate_prefill_tokens_per_second,run_id,timestamp_utc,backend_name,process_rss_mb,process_memory_delta_mb,process_cpu_percent,param_target_prompt_tokens,param_actual_prompt_tokens,backend_backend,backend_runtime,backend_model_name,backend_device,backend_num_threads,backend_compile_model,backend_use_kv_cache,backend_attention_backend,backend_flash_attention,backend_torch_version,generation_use_kv_cache,generation_attention_backend,generation_flash_attention,generation_eos_reached
prompt_length_128,3,prompt_length,128,16,7.085199991706759,44.1562999621965,37.07109997048974,2.471406664699316,404.6278640758077,18065.827379583396,37f52da4-b080-4b99-9b8a-c4310317fc8e,2026-08-20T17:43:21.533754+00:00,PyTorchBackend,396.078125,0.0,166.2,128,128,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,2,False,True,torch_default,False,2.13.0+cpu,True,torch_default,False,False
prompt_length_32,1,prompt_length,32,16,5.09819999570027,55.38629996590316,50.28809997020289,3.352539998013526,298.28130330809716,6276.725123963011,c9694fbe-ec8b-4784-b461-7bdc7d6fa07d,2026-08-20T17:43:22.621226+00:00,PyTorchBackend,404.3671875,0.0,372.0,32,32,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,4,False,True,torch_default,False,2.13.0+cpu,True,torch_default,False,False
prompt_length_32,2,prompt_length,32,16,3.443899971898645,55.9833999723196,52.53950000042096,3.502633333361397,285.49948134032144,9291.791358956974,c9694fbe-ec8b-4784-b461-7bdc7d6fa07d,2026-08-20T17:43:22.674402+00:00,PyTorchBackend,404.296875,-0.0703125,531.9,32,32,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,4,False,True,torch_default,False,2.13.0+cpu,True,torch_default,False,False
prompt_length_32,3,prompt_length,32,16,2.7119999867863953,56.19869998190552,53.486699995119125,3.5657799996746085,280.4435495435091,11799.410086988473,c9694fbe-ec8b-4784-b461-7bdc7d6fa07d,2026-08-20T17:43:22.738546+00:00,PyTorchBackend,404.296875,0.0,240.4,32,32,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,4,False,True,torch_default,False,2.13.0+cpu,True,torch_default,False,False
prompt_length_64,1,prompt_length,64,16,4.440699995029718,59.469499974511564,55.028799979481846,3.6685866652987897,272.5845376528823,14412.142245959514,c9694fbe-ec8b-4784-b461-7bdc7d6fa07d,2026-08-20T17:43:22.871809+00:00,PyTorchBackend,410.43359375,0.0,396.8,64,64,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,4,False,True,torch_default,False,2.13.0+cpu,True,torch_default,False,False
prompt_length_64,2,prompt_length,64,16,4.3194000027142465,52.372499951161444,48.0530999484472,3.2035399965631464,312.1546792213707,14816.872704492142,c9694fbe-ec8b-4784-b461-7bdc7d6fa07d,2026-08-20T17:43:22.925787+00:00,PyTorchBackend,410.43359375,0.0,277.2,64,64,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,4,False,True,torch_default,False,2.13.0+cpu,True,torch_default,False,False
prompt_length_64,3,prompt_length,64,16,5.199200008064508,55.196299974340945,49.99709996627644,3.3331399977517626,300.0174012116234,12309.586071074249,c9694fbe-ec8b-4784-b461-7bdc7d6fa07d,2026-08-20T17:43:22.984116+00:00,PyTorchBackend,410.43359375,0.0,398.9,64,64,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,4,False,True,torch_default,False,2.13.0+cpu,True,torch_default,False,False
prompt_length_128,1,prompt_length,128,16,12.319899979047477,54.785999993328005,42.46610001428053,2.8310733342853687,353.222923578002,10389.694739217877,c9694fbe-ec8b-4784-b461-7bdc7d6fa07d,2026-08-20T17:43:23.101694+00:00,PyTorchBackend,410.62890625,24.58203125,403.2,128,128,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,4,False,True,torch_default,False,2.13.0+cpu,True,torch_default,False,False
prompt_length_128,2,prompt_length,128,16,6.9056999636814,44.7033999953419,37.7977000316605,2.5198466687773666,396.84954342289467,18535.41287243585,c9694fbe-ec8b-4784-b461-7bdc7d6fa07d,2026-08-20T17:43:23.150626+00:00,PyTorchBackend,410.62890625,0.0,365.7,128,128,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,4,False,True,torch_default,False,2.13.0+cpu,True,torch_default,False,False
prompt_length_128,3,prompt_length,128,16,6.065600027795881,42.93600004166365,36.870400013867766,2.4580266675911844,406.83041123389415,21102.61135146306,c9694fbe-ec8b-4784-b461-7bdc7d6fa07d,2026-08-20T17:43:23.190231+00:00,PyTorchBackend,410.62890625,0.0,604.8,128,128,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,4,False,True,torch_default,False,2.13.0+cpu,True,torch_default,False,False
prompt_length_32,1,prompt_length,32,16,4.097400000318885,46.4837999898009,42.386399989482015,2.825759999298801,353.88709594875195,7809.830623690526,4d89c2fe-45bd-4f9d-bb30-33fbe67543db,2026-08-20T17:43:24.309350+00:00,PyTorchBackend,405.47265625,0.0,1209.7,32,32,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,8,False,True,torch_default,False,2.13.0+cpu,True,torch_default,False,False
prompt_length_32,2,prompt_length,32,16,8.946800022386014,56.817500037141144,47.87070001475513,3.1913800009836755,313.34407049357054,3576.697804794115,4d89c2fe-45bd-4f9d-bb30-33fbe67543db,2026-08-20T17:43:24.375734+00:00,PyTorchBackend,405.47265625,0.0,1063.8,32,32,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,8,False,True,torch_default,False,2.13.0+cpu,True,torch_default,False,False
prompt_length_32,3,prompt_length,32,16,9.813200042117387,47.50420001801103,37.69099997589365,2.5127333317262432,397.97299115421924,3260.913857116825,4d89c2fe-45bd-4f9d-bb30-33fbe67543db,2026-08-20T17:43:24.426469+00:00,PyTorchBackend,405.3984375,-0.07421875,604.8,32,32,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,8,False,True,torch_default,False,2.13.0+cpu,True,torch_default,False,False
prompt_length_64,1,prompt_length,64,16,4.405100014992058,47.79560002498329,43.39050000999123,2.892700000666082,345.6977909115141,14528.614510950072,4d89c2fe-45bd-4f9d-bb30-33fbe67543db,2026-08-20T17:43:24.520290+00:00,PyTorchBackend,411.59765625,0.0,453.6,64,64,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,8,False,True,torch_default,False,2.13.0+cpu,True,torch_default,False,False
prompt_length_64,2,prompt_length,64,16,4.105400003027171,49.954499991144985,45.849099988117814,3.056606665874521,327.1601842541594,15589.223937450372,4d89c2fe-45bd-4f9d-bb30-33fbe67543db,2026-08-20T17:43:24.571608+00:00,PyTorchBackend,411.59765625,0.0,1063.8,64,64,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,8,False,True,torch_default,False,2.13.0+cpu,True,torch_default,False,False
prompt_length_64,3,prompt_length,64,16,4.432199988514185,42.46169998077676,38.02949999226257,2.5352999994841716,394.4306394523167,14439.781635723266,4d89c2fe-45bd-4f9d-bb30-33fbe67543db,2026-08-20T17:43:24.616100+00:00,PyTorchBackend,411.59765625,0.0,631.6,64,64,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,8,False,True,torch_default,False,2.13.0+cpu,True,torch_default,False,False
prompt_length_128,1,prompt_length,128,16,10.693099990021437,57.63990001287311,46.946800022851676,3.129786668190112,319.5105948158053,11970.336022243011,4d89c2fe-45bd-4f9d-bb30-33fbe67543db,2026-08-20T17:43:24.732630+00:00,PyTorchBackend,411.6640625,24.58203125,806.5,128,128,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,8,False,True,torch_default,False,2.13.0+cpu,True,torch_default,False,False
prompt_length_128,2,prompt_length,128,16,7.034300011582673,100.04340001614764,93.00910000456497,6.200606666970998,161.27454194550626,18196.55115494581,4d89c2fe-45bd-4f9d-bb30-33fbe67543db,2026-08-20T17:43:24.835137+00:00,PyTorchBackend,411.6640625,0.0,440.3,128,128,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,8,False,True,torch_default,False,2.13.0+cpu,True,torch_default,False,False
prompt_length_128,3,prompt_length,128,16,57.72019998403266,404.72379996208474,347.0035999780521,23.13357333187014,43.22721724197889,2217.5945342429354,4d89c2fe-45bd-4f9d-bb30-33fbe67543db,2026-08-20T17:43:25.244816+00:00,PyTorchBackend,374.3515625,-37.3125,188.6,128,128,PyTorchBackend,pytorch-transformers,sshleifer/tiny-gpt2,cpu,8,False,True,torch_default,False,2.13.0+cpu,True,torch_default,False,False
